"state","city","tourist_place","category","date_recorded","altitude","climate_type","season","climate_change_risk","rainfall_mm"
"Maharashtra","Pune","Shaniwar Wada","Fort","2/18/2023","586","Cold","Summer","High","333"
"Ladakh","Leh","Pangong Lake","Lake","1/8/2023","259","Mountain","Monsoon","Low","394"
"Rajasthan","Udaipur","City Palace","Palace","10/19/2023","78","Mountain","Summer","High","0"
"Odisha","Puri","Jagannath Temple","Temple","8/28/2023","3353","Hot-Dry","Winter","High","360"
"Karnataka","Hampi","Virupaksha Temple","Temple","2/24/2023","391","Humid","Monsoon","Low","138"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","12/4/2023","2094","Tropical","Summer","Low","232"
"Kerala","Kochi","Fort Kochi","Heritage","5/4/2023","882","Cold","Winter","Low","13"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","6/29/2023","2318","Humid","Monsoon","Low","184"
"Punjab","Amritsar","Golden Temple","Temple","10/31/2023","2625","Cold","Monsoon","Moderate","348"
"Andaman & Nicobar","Andaman","Radhanagar Beach","Beach","2/1/2023","3860","Humid","Summer","High","273"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","8/3/2023","1621","Tropical","Winter","Low","296"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","1/23/2023","877","Cold","Summer","High","92"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","8/22/2023","1272","Humid","Summer","High","132"
"Punjab","Amritsar","Golden Temple","Temple","2/26/2023","3029","Hot-Dry","Monsoon","Low","310"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","8/21/2023","1013","Mountain","Monsoon","Moderate","362"
"Gujarat","Ahmedabad","Sabarmati Ashram","Heritage","8/2/2023","1143","Mountain","Winter","Moderate","40"
"Maharashtra","Pune","Shaniwar Wada","Fort","5/12/2023","1843","Hot-Dry","Monsoon","High","83"
"Uttar Pradesh","Agra","Agra Fort","Monument","9/12/2023","1614","Tropical","Monsoon","Moderate","153"
"Karnataka","Mysore","Mysore Palace","Palace","10/26/2023","2940","Humid","Summer","Low","379"
"Lakshadweep","Lakshadweep","Agatti Island","Island","1/7/2023","1271","Tropical","Winter","Low","209"
"Telangana","Hyderabad","Charminar","Monument","7/19/2023","2599","Tropical","Summer","Low","316"
"Sikkim","Gangtok","Tsomgo Lake","Lake","3/15/2023","3464","Cold","Summer","Moderate","186"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","11/2/2023","2848","Cold","Winter","High","206"
"Uttarakhand","Haridwar","Har Ki Pauri","Temple","12/4/2023","2520","Hot-Dry","Summer","Moderate","176"
"Rajasthan","Udaipur","City Palace","Palace","1/11/2023","3672","Hot-Dry","Monsoon","Moderate","253"
"Uttar Pradesh","Agra","Agra Fort","Monument","7/8/2023","3169","Hot-Dry","Winter","Moderate","192"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","7/30/2023","1855","Tropical","Winter","Moderate","213"
"Maharashtra","Mumbai","Marine Drive","Coastal","11/19/2023","2541","Tropical","Winter","High","205"
"Sikkim","Gangtok","Tsomgo Lake","Lake","2/4/2023","2921","Humid","Summer","High","22"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","4/8/2023","616","Mountain","Winter","Moderate","109"
"Karnataka","Mysore","Mysore Palace","Palace","11/18/2023","3092","Humid","Monsoon","Moderate","184"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","9/2/2023","2455","Cold","Winter","Moderate","0"
"Gujarat","Somnath","Somnath Temple","Temple","6/24/2023","1033","Hot-Dry","Winter","High","316"
"Punjab","Amritsar","Golden Temple","Temple","5/15/2023","2805","Humid","Winter","Low","228"
"Kerala","Munnar","Tea Gardens","Nature","3/18/2023","162","Tropical","Summer","Moderate","131"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","9/6/2023","843","Tropical","Summer","Moderate","181"
"West Bengal","Kolkata","Victoria Memorial","Monument","5/6/2023","3313","Cold","Winter","Moderate","14"
"Rajasthan","Jaipur","Amber Fort","Fort","8/12/2023","3768","Hot-Dry","Monsoon","High","361"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","2/8/2023","2134","Cold","Summer","High","239"
"Karnataka","Mysore","Mysore Palace","Palace","11/11/2023","3069","Tropical","Monsoon","Moderate","64"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","11/18/2023","3770","Cold","Monsoon","Low","238"
"Kerala","Munnar","Tea Gardens","Nature","6/21/2023","3408","Humid","Winter","High","199"
"Kerala","Kochi","Fort Kochi","Heritage","7/14/2023","3458","Tropical","Monsoon","Moderate","224"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","6/20/2023","943","Cold","Winter","Low","309"
"Karnataka","Mysore","Mysore Palace","Palace","4/8/2023","1399","Cold","Winter","Moderate","185"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","2/7/2023","1672","Cold","Winter","Low","115"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","2/15/2023","3415","Tropical","Winter","Moderate","265"
"Rajasthan","Udaipur","City Palace","Palace","9/22/2023","2327","Mountain","Monsoon","Low","138"
"Odisha","Konark","Sun Temple","Temple","5/3/2023","419","Humid","Winter","High","196"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","9/3/2023","3696","Cold","Monsoon","High","220"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","4/14/2023","563","Humid","Summer","Moderate","93"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","5/3/2023","1477","Mountain","Summer","High","188"
"Odisha","Puri","Jagannath Temple","Temple","6/23/2023","2882","Cold","Summer","High","221"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","2/2/2023","153","Hot-Dry","Monsoon","Moderate","127"
"Goa","Goa","Baga Beach","Beach","8/9/2023","2656","Tropical","Monsoon","Moderate","164"
"West Bengal","Kolkata","Victoria Memorial","Monument","6/24/2023","671","Cold","Summer","Low","53"
"Gujarat","Somnath","Somnath Temple","Temple","2/2/2023","246","Hot-Dry","Winter","Moderate","197"
"Odisha","Konark","Sun Temple","Temple","3/3/2023","307","Cold","Summer","Low","244"
"Ladakh","Leh","Pangong Lake","Lake","10/21/2023","2935","Tropical","Winter","Low","224"
"Tamil Nadu","Chennai","Marina Beach","Beach","6/16/2023","3853","Hot-Dry","Winter","Low","131"
"Rajasthan","Udaipur","City Palace","Palace","1/3/2023","3010","Hot-Dry","Summer","Moderate","230"
"Kerala","Munnar","Tea Gardens","Nature","1/2/2023","3759","Cold","Winter","High","195"
"Rajasthan","Jaipur","Amber Fort","Fort","9/29/2023","2690","Humid","Summer","Moderate","121"
"Karnataka","Mysore","Mysore Palace","Palace","2/28/2023","2822","Mountain","Monsoon","High","229"
"Lakshadweep","Lakshadweep","Agatti Island","Island","8/5/2023","1329","Mountain","Monsoon","Moderate","140"
"Telangana","Hyderabad","Golconda Fort","Fort","8/1/2023","926","Hot-Dry","Monsoon","Low","240"
"Tamil Nadu","Chennai","Marina Beach","Beach","12/7/2023","2882","Cold","Summer","Low","318"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","8/22/2023","1713","Tropical","Monsoon","Moderate","140"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","10/10/2023","2816","Tropical","Winter","High","73"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","12/22/2023","24","Tropical","Summer","Moderate","128"
"Kerala","Munnar","Tea Gardens","Nature","7/29/2023","1427","Tropical","Summer","Low","237"
"Uttar Pradesh","Agra","Agra Fort","Monument","10/28/2023","2047","Tropical","Winter","High","1"
"Madhya Pradesh","Khajuraho","Khajuraho Temples","Temple","7/31/2023","1988","Humid","Summer","Moderate","76"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","3/9/2023","3238","Cold","Monsoon","Moderate","89"
"Telangana","Hyderabad","Charminar","Monument","5/14/2023","2266","Cold","Winter","Low","324"
"Meghalaya","Shillong","Living Root Bridges","Nature","4/14/2023","2447","Humid","Winter","High","91"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","12/24/2023","2854","Tropical","Monsoon","High","241"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","7/21/2023","3426","Hot-Dry","Summer","Low","100"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","9/28/2023","709","Cold","Monsoon","Moderate","246"
"Rajasthan","Jaipur","Amber Fort","Fort","4/10/2023","1177","Tropical","Monsoon","High","161"
"Rajasthan","Udaipur","City Palace","Palace","4/3/2023","3980","Hot-Dry","Summer","High","385"
"Maharashtra","Aurangabad","Ajanta Caves","Heritage","5/21/2023","219","Mountain","Winter","Low","292"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","7/19/2023","3175","Mountain","Monsoon","Low","121"
"Karnataka","Mysore","Mysore Palace","Palace","9/12/2023","2157","Hot-Dry","Summer","Moderate","272"
"Tamil Nadu","Chennai","Marina Beach","Beach","12/20/2023","3940","Mountain","Winter","High","253"
"Rajasthan","Jaipur","Amber Fort","Fort","2/24/2023","1381","Humid","Monsoon","Low","255"
"Odisha","Puri","Jagannath Temple","Temple","9/1/2023","1855","Cold","Monsoon","Low","28"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","11/17/2023","2094","Cold","Summer","High","82"
"Arunachal Pradesh","Tawang","Tawang Monastery","Temple","6/12/2023","3619","Tropical","Winter","Low","154"
"West Bengal","Kolkata","Howrah Bridge","Bridge","2/6/2023","3580","Humid","Summer","Moderate","262"
"Lakshadweep","Lakshadweep","Agatti Island","Island","1/25/2023","670","Cold","Monsoon","Moderate","69"
"Odisha","Puri","Jagannath Temple","Temple","2/19/2023","235","Hot-Dry","Monsoon","Moderate","39"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","10/31/2023","27","Cold","Summer","Moderate","173"
"Odisha","Puri","Jagannath Temple","Temple","7/9/2023","1675","Mountain","Winter","Low","32"
"Meghalaya","Shillong","Living Root Bridges","Nature","7/3/2023","844","Humid","Monsoon","Low","372"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","6/22/2023","1146","Humid","Monsoon","Low","399"
"Karnataka","Mysore","Mysore Palace","Palace","11/5/2023","3658","Hot-Dry","Winter","High","91"
"Goa","Goa","Baga Beach","Beach","1/17/2023","3061","Tropical","Summer","Moderate","330"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","12/10/2023","2540","Hot-Dry","Monsoon","Low","12"
"Rajasthan","Jaipur","Amber Fort","Fort","1/17/2023","3299","Cold","Winter","High","380"
"Madhya Pradesh","Bhopal","Sanchi Stupa","Heritage","7/4/2023","2801","Hot-Dry","Winter","Moderate","52"
"Maharashtra","Pune","Shaniwar Wada","Fort","11/12/2023","3089","Humid","Monsoon","Moderate","69"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","9/7/2023","2626","Cold","Summer","High","213"
"Telangana","Hyderabad","Charminar","Monument","6/13/2023","1771","Tropical","Monsoon","Moderate","67"
"Punjab","Amritsar","Golden Temple","Temple","7/10/2023","1884","Mountain","Winter","Low","1"
"Rajasthan","Udaipur","City Palace","Palace","1/24/2023","3420","Humid","Summer","High","302"
"Uttarakhand","Rishikesh","Lakshman Jhula","Bridge","9/20/2023","667","Cold","Monsoon","Low","266"
"Tamil Nadu","Chennai","Marina Beach","Beach","4/12/2023","1335","Humid","Winter","Moderate","247"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","9/8/2023","10","Hot-Dry","Summer","Low","114"
"Karnataka","Hampi","Virupaksha Temple","Temple","12/5/2023","1449","Tropical","Winter","High","322"
"Odisha","Puri","Jagannath Temple","Temple","8/6/2023","1990","Cold","Summer","Low","196"
"Meghalaya","Shillong","Living Root Bridges","Nature","6/18/2023","585","Tropical","Winter","High","372"
"Maharashtra","Mumbai","Gateway of India","Monument","8/31/2023","1258","Humid","Summer","Moderate","103"
"Lakshadweep","Lakshadweep","Agatti Island","Island","3/13/2023","2945","Humid","Winter","Moderate","166"
"Sikkim","Gangtok","Tsomgo Lake","Lake","11/13/2023","3162","Tropical","Winter","Moderate","167"
"Andhra Pradesh","Tirupati","Tirumala Temple","Temple","10/27/2023","2788","Tropical","Monsoon","High","274"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","6/30/2023","3742","Tropical","Winter","Low","376"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","2/21/2023","3447","Tropical","Summer","Low","323"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","10/20/2023","2225","Humid","Winter","Low","397"
"Maharashtra","Mumbai","Marine Drive","Coastal","10/27/2023","3742","Hot-Dry","Monsoon","High","67"
"Goa","Goa","Calangute Beach","Beach","3/4/2023","3138","Tropical","Winter","Low","383"
"Tamil Nadu","Chennai","Marina Beach","Beach","4/13/2023","2006","Mountain","Winter","Low","203"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","7/11/2023","1538","Tropical","Summer","Low","31"
"West Bengal","Kolkata","Howrah Bridge","Bridge","6/8/2023","3062","Tropical","Winter","Low","250"
"Telangana","Hyderabad","Charminar","Monument","10/8/2023","916","Humid","Summer","High","334"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","8/3/2023","3261","Cold","Winter","Low","178"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","2/2/2023","850","Cold","Summer","Moderate","49"
"Uttar Pradesh","Agra","Agra Fort","Monument","7/27/2023","2381","Cold","Summer","Low","98"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","8/7/2023","2200","Mountain","Summer","Moderate","270"
"Delhi","Delhi","India Gate","Monument","5/5/2023","1157","Humid","Monsoon","Low","292"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","10/9/2023","128","Tropical","Summer","Low","85"
"Punjab","Amritsar","Golden Temple","Temple","1/26/2023","2626","Mountain","Winter","High","316"
"West Bengal","Kolkata","Victoria Memorial","Monument","11/2/2023","767","Hot-Dry","Monsoon","Low","139"
"Uttar Pradesh","Agra","Taj Mahal","Monument","3/18/2023","3393","Tropical","Monsoon","High","186"
"Telangana","Hyderabad","Golconda Fort","Fort","9/4/2023","2448","Cold","Monsoon","Moderate","391"
"Maharashtra","Pune","Shaniwar Wada","Fort","11/24/2023","3491","Cold","Monsoon","High","279"
"Uttar Pradesh","Agra","Taj Mahal","Monument","7/23/2023","3150","Hot-Dry","Monsoon","High","90"
"Delhi","Delhi","Red Fort","Fort","5/9/2023","3501","Humid","Summer","Moderate","306"
"West Bengal","Kolkata","Howrah Bridge","Bridge","3/12/2023","3671","Mountain","Winter","Moderate","189"
"Uttar Pradesh","Agra","Taj Mahal","Monument","8/28/2023","1847","Tropical","Summer","High","309"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","6/7/2023","878","Tropical","Winter","Low","338"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","8/17/2023","818","Mountain","Winter","Moderate","342"
"Himachal Pradesh","Manali","Rohtang Pass","Mountain","10/11/2023","1046","Cold","Winter","Moderate","59"
"Uttarakhand","Jim Corbett","Corbett National Park","Wildlife","7/8/2023","1724","Cold","Summer","Moderate","1"
"West Bengal","Darjeeling","Tiger Hill","Hill Station","6/27/2023","1830","Tropical","Summer","Low","227"
"Rajasthan","Jaipur","Amber Fort","Fort","5/19/2023","602","Tropical","Winter","High","181"
"Kerala","Kochi","Fort Kochi","Heritage","9/14/2023","2734","Tropical","Winter","High","275"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","11/23/2023","1852","Tropical","Monsoon","High","181"
"Punjab","Amritsar","Golden Temple","Temple","4/30/2023","8","Cold","Winter","Low","238"
"Rajasthan","Jaipur","Hawa Mahal","Monument","5/11/2023","1115","Humid","Winter","Moderate","102"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","7/7/2023","3245","Tropical","Monsoon","High","123"
"Maharashtra","Aurangabad","Ellora Caves","Heritage","10/14/2023","2411","Cold","Monsoon","Moderate","156"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","4/10/2023","1216","Mountain","Monsoon","Moderate","368"
"Tamil Nadu","Ooty","Ooty Lake","Hill Station","10/22/2023","1334","Cold","Monsoon","Moderate","94"
"Himachal Pradesh","Shimla","Mall Road Shimla","Hill Station","11/19/2023","2751","Tropical","Summer","High","376"
"Tamil Nadu","Kanyakumari","Vivekananda Rock Memorial","Monument","5/23/2023","1756","Cold","Summer","Low","263"
"Rajasthan","Jaipur","Hawa Mahal","Monument","4/8/2023","3888","Mountain","Summer","High","55"
"Odisha","Konark","Sun Temple","Temple","12/4/2023","1032","Mountain","Summer","High","14"
"West Bengal","Kolkata","Howrah Bridge","Bridge","12/18/2023","1160","Hot-Dry","Summer","Moderate","318"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","11/2/2023","2702","Cold","Winter","Moderate","83"
"Gujarat","Somnath","Somnath Temple","Temple","5/19/2023","3398","Tropical","Monsoon","Moderate","267"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","6/21/2023","2658","Hot-Dry","Monsoon","High","174"
"Uttar Pradesh","Varanasi","Kashi Vishwanath Temple","Temple","7/13/2023","3974","Hot-Dry","Winter","High","388"
"Kerala","Munnar","Tea Gardens","Nature","10/12/2023","3460","Hot-Dry","Winter","Low","169"
"Karnataka","Mysore","Mysore Palace","Palace","11/16/2023","3836","Mountain","Summer","Moderate","77"
"Sikkim","Gangtok","Tsomgo Lake","Lake","6/4/2023","2626","Cold","Summer","Low","217"
"Maharashtra","Mumbai","Gateway of India","Monument","10/5/2023","3094","Tropical","Summer","Low","201"
"Delhi","Delhi","Red Fort","Fort","7/12/2023","3895","Tropical","Summer","Low","34"
"Tamil Nadu","Madurai","Meenakshi Temple","Temple","7/25/2023","1175","Humid","Winter","High","136"
"Delhi","Delhi","India Gate","Monument","2/2/2023","1442","Cold","Summer","Low","103"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","6/22/2023","2848","Cold","Summer","Low","110"
"Goa","Goa","Baga Beach","Beach","3/10/2023","1425","Hot-Dry","Monsoon","Moderate","76"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","6/5/2023","2588","Hot-Dry","Summer","Moderate","273"
"Jammu & Kashmir","Srinagar","Dal Lake","Lake","9/4/2023","1546","Humid","Winter","Low","262"
"Assam","Kaziranga","Kaziranga National Park","Wildlife","2/23/2023","1312","Cold","Summer","Low","189"
"Odisha","Puri","Jagannath Temple","Temple","10/8/2023","2910","Hot-Dry","Winter","High","105"
"Rajasthan","Udaipur","City Palace","Palace","7/11/2023","3569","Tropical","Winter","High","34"
"Goa","Goa","Calangute Beach","Beach","12/16/2023","2822","Mountain","Monsoon","Low","45"
"Karnataka","Hampi","Virupaksha Temple","Temple","5/27/2023","3468","Cold","Monsoon","Moderate","229"
"Delhi","Delhi","Red Fort","Fort","7/17/2023","2262","Humid","Summer","Moderate","252"
"Delhi","Delhi","Red Fort","Fort","10/6/2023","1210","Cold","Monsoon","High","146"
"Meghalaya","Cherrapunji","Nohkalikai Falls","Waterfall","5/28/2023","2354","Cold","Summer","Moderate","22"
"Telangana","Hyderabad","Golconda Fort","Fort","5/5/2023","3876","Cold","Summer","Low","112"
